sensor_id,temperature,humidity,soil_moisture,energy_used,data_processed,timestamp
sensor_3,28.19,48.04,32.51,0.011,0.11,1759767276.0840743
sensor_9,27.47,57.29,41.45,0.047,0.19,1759767278.0849504
sensor_9,22.58,36.56,42.37,0.041,0.26,1759767280.0856328
sensor_3,25.26,55.0,38.82,0.034,0.17,1759767282.0863047
sensor_5,32.0,31.6,49.82,0.011,0.44,1759767284.0869586
sensor_6,29.82,79.14,38.76,0.018,0.15,1759767286.0874035
sensor_4,27.43,64.85,42.58,0.034,0.1,1759767288.0881019
sensor_7,34.32,42.1,39.06,0.046,0.15,1759767290.0887465
sensor_9,33.97,70.93,50.91,0.013,0.29,1759767292.0893862
sensor_4,30.26,54.58,53.11,0.016,0.18,1759767294.0899541
sensor_2,33.93,77.14,28.91,0.037,0.27,1759767296.0905793
sensor_6,34.6,50.51,26.82,0.033,0.27,1759767298.091204
sensor_2,35.71,77.64,24.38,0.024,0.29,1759767300.091786
sensor_7,33.34,77.34,50.71,0.036,0.25,1759767302.0923948
sensor_7,31.63,41.32,39.57,0.037,0.34,1759767304.0931137
sensor_7,33.33,74.61,48.3,0.027,0.3,1759767306.0937426
sensor_9,25.96,63.22,24.29,0.013,0.25,1759767308.0945542
sensor_8,28.69,53.03,38.72,0.016,0.45,1759767310.0953295
sensor_8,27.97,47.96,47.77,0.035,0.22,1759767312.0959287
sensor_4,35.34,61.46,51.38,0.024,0.37,1759767314.0967042
sensor_4,33.15,37.27,53.2,0.016,0.29,1759767316.097537
sensor_3,25.89,38.51,19.05,0.03,0.21,1759767318.098432
sensor_4,29.51,40.66,36.49,0.023,0.1,1759767320.0993223
sensor_10,29.62,65.81,15.61,0.018,0.42,1759767322.1002483
sensor_1,25.94,79.05,46.56,0.026,0.34,1759767324.101112
sensor_10,29.52,64.07,40.93,0.025,0.24,1759767326.1019356
sensor_6,31.35,60.35,34.46,0.027,0.17,1759767328.1025789
sensor_4,25.16,75.45,42.94,0.039,0.19,1759767330.1033585
sensor_2,27.35,75.97,50.66,0.027,0.47,1759767332.104141
sensor_9,31.17,73.06,11.74,0.049,0.11,1759767334.1050155
sensor_1,31.82,66.32,56.3,0.05,0.21,1759767336.1056979
sensor_2,28.0,38.51,30.99,0.01,0.12,1759767338.1064959
sensor_2,30.85,58.58,52.95,0.028,0.28,1759767340.10718
sensor_4,34.17,59.71,14.01,0.034,0.43,1759767342.1078165
sensor_9,34.95,49.91,38.59,0.011,0.31,1759767344.1086059
sensor_1,32.78,55.25,26.08,0.05,0.28,1759767346.1093915
sensor_8,28.06,35.3,57.33,0.023,0.11,1759767348.1100433
sensor_9,30.52,60.58,35.01,0.019,0.31,1759767350.1109004
sensor_8,32.09,55.25,13.72,0.032,0.16,1759767352.1115966
sensor_9,24.0,32.03,27.13,0.046,0.22,1759767354.1123028
sensor_8,22.85,34.3,39.44,0.012,0.26,1759767356.113034
sensor_6,26.52,31.96,59.29,0.024,0.4,1759767358.113681
sensor_6,27.34,37.69,37.45,0.015,0.33,1759767360.114495
sensor_4,22.43,39.59,54.84,0.038,0.39,1759767362.1153002
sensor_3,33.22,39.89,21.81,0.037,0.32,1759767364.1162271
sensor_5,24.07,54.35,32.5,0.031,0.19,1759767366.1170273
sensor_3,34.56,51.04,21.91,0.022,0.44,1759767368.1176972
sensor_4,30.03,46.2,18.76,0.036,0.12,1759767370.118337
sensor_1,33.7,55.87,13.09,0.045,0.35,1759767372.1190352
sensor_9,34.05,72.94,47.23,0.023,0.15,1759767374.1197286
sensor_5,25.87,74.22,26.73,0.014,0.41,1759767376.1206741
sensor_5,27.18,55.77,35.55,0.038,0.3,1759767378.1215527
sensor_7,25.57,74.73,16.15,0.025,0.38,1759767380.122541
sensor_2,35.11,50.27,55.95,0.011,0.49,1759767382.1233506
sensor_2,25.98,33.41,22.25,0.02,0.32,1759767384.123994
sensor_5,35.24,46.07,25.48,0.028,0.16,1759767386.1248033
sensor_2,35.62,75.37,25.68,0.024,0.42,1759767388.1254697
sensor_1,29.64,41.43,58.23,0.036,0.43,1759767390.1260805
sensor_7,25.11,42.94,53.38,0.019,0.36,1759767392.1268666
sensor_8,31.82,30.45,18.97,0.047,0.15,1759767394.127696
sensor_4,27.12,69.25,46.56,0.041,0.32,1759767396.1284337
sensor_10,33.25,50.79,37.2,0.03,0.29,1759767398.1291387
sensor_6,25.07,58.52,40.69,0.035,0.46,1759767400.1297984
sensor_7,23.58,40.64,25.55,0.013,0.24,1759767402.1304884
sensor_3,33.5,44.6,16.35,0.045,0.13,1759767404.1311896
sensor_5,23.82,75.54,16.73,0.02,0.46,1759767406.1319797
sensor_5,34.49,49.27,47.66,0.033,0.17,1759767408.1326768
sensor_7,24.03,70.48,41.31,0.027,0.48,1759767410.133322
sensor_8,26.63,73.73,53.31,0.012,0.16,1759767412.1340225
sensor_4,30.86,70.52,41.28,0.014,0.25,1759767414.1347134
sensor_2,29.05,39.85,56.92,0.022,0.4,1759767416.135511
sensor_6,35.7,50.61,17.53,0.044,0.18,1759767418.1361506
sensor_2,27.27,62.95,10.74,0.014,0.17,1759767420.1368613
sensor_1,31.99,76.77,16.92,0.019,0.29,1759767422.1376698
sensor_9,31.12,50.38,31.9,0.037,0.32,1759767424.138392
sensor_7,32.54,79.98,29.1,0.025,0.31,1759767426.1390414
sensor_10,24.49,79.74,54.47,0.026,0.36,1759767428.1397233
sensor_6,31.65,39.31,41.5,0.018,0.17,1759767430.1403904
sensor_1,25.54,32.27,56.63,0.031,0.17,1759767432.141104
sensor_5,26.86,58.41,33.59,0.038,0.14,1759767434.1418996
sensor_7,28.84,65.57,53.27,0.035,0.49,1759767436.1426013
sensor_1,35.33,66.74,19.15,0.033,0.32,1759767438.1432996
sensor_8,26.74,46.57,51.35,0.038,0.47,1759767440.1439111
sensor_2,22.16,39.25,33.17,0.048,0.35,1759767442.1446633
sensor_8,33.81,47.31,26.73,0.018,0.15,1759767444.1452475
sensor_2,34.16,68.19,28.44,0.017,0.42,1759767446.1459439
sensor_10,22.92,57.25,37.14,0.011,0.36,1759767448.1467006
sensor_3,29.81,61.95,42.45,0.035,0.39,1759767450.1473145
sensor_2,34.33,55.51,37.31,0.018,0.42,1759767452.1479719
sensor_2,22.21,41.77,11.69,0.025,0.34,1759767454.148826
sensor_3,35.57,72.9,36.63,0.041,0.32,1759767456.149738
sensor_6,22.34,55.06,37.23,0.014,0.3,1759767458.1505687
sensor_10,35.5,71.09,57.05,0.048,0.44,1759767460.1511588
sensor_1,30.11,76.48,23.33,0.032,0.46,1759767462.151614
sensor_6,28.52,65.31,58.08,0.022,0.36,1759767464.1524603
sensor_3,31.79,60.69,15.19,0.023,0.24,1759767466.1531575
sensor_7,25.31,49.03,14.55,0.044,0.22,1759767468.1540647
sensor_5,32.82,33.28,18.06,0.024,0.39,1759767470.1546793
sensor_5,24.85,67.25,29.17,0.04,0.24,1759767472.1553795
sensor_1,26.52,71.51,15.29,0.047,0.45,1759767474.1562324
sensor_5,34.64,72.22,43.95,0.047,0.21,1759767476.1570935
sensor_9,34.02,77.98,55.02,0.036,0.43,1759767478.1579938
sensor_4,24.37,48.96,35.84,0.018,0.24,1759767480.1586683
sensor_4,34.39,64.1,38.21,0.011,0.13,1759767482.1593704
sensor_1,28.85,60.18,42.55,0.043,0.17,1759767484.1600492
sensor_4,30.19,56.58,45.41,0.031,0.26,1759767486.1607175
sensor_8,29.68,77.87,54.77,0.031,0.33,1759767488.16146
sensor_1,24.37,36.62,28.87,0.011,0.3,1759767490.1621938
sensor_3,27.05,42.28,40.88,0.023,0.11,1759767492.162773
sensor_6,35.3,64.6,54.37,0.049,0.12,1759767494.163418
sensor_2,33.74,55.23,41.94,0.023,0.5,1759767496.1642544
sensor_6,35.35,78.29,56.91,0.024,0.16,1759767498.1648674
sensor_3,33.41,63.02,27.04,0.036,0.29,1759767500.1657224
sensor_5,22.88,41.27,34.31,0.028,0.26,1759767502.166538
sensor_6,35.16,62.92,56.03,0.012,0.48,1759767504.167214
sensor_8,26.63,36.36,44.3,0.017,0.38,1759767506.167801
sensor_2,24.09,71.04,19.24,0.028,0.34,1759767508.1686661
sensor_2,27.74,66.76,23.74,0.029,0.34,1759767510.169205
sensor_8,27.35,55.16,31.78,0.014,0.18,1759767512.169898
sensor_5,25.96,42.76,55.48,0.012,0.44,1759767514.1705613
sensor_5,27.19,39.27,58.76,0.01,0.34,1759767516.1713707
sensor_7,26.32,41.88,16.89,0.044,0.14,1759767518.1720507
sensor_10,25.37,38.93,45.37,0.019,0.49,1759767520.1726806
sensor_8,27.94,34.42,43.67,0.041,0.45,1759767522.1730325
sensor_7,27.64,42.1,44.41,0.047,0.27,1759767524.173722
sensor_6,24.61,32.47,17.18,0.026,0.11,1759767526.174575
sensor_3,26.62,42.74,38.5,0.041,0.35,1759767528.1752026
sensor_4,26.31,65.34,44.41,0.016,0.12,1759767530.1757762
sensor_3,29.91,48.94,24.59,0.024,0.3,1759767532.1762974
sensor_10,29.39,30.84,18.6,0.037,0.11,1759767534.1769843
sensor_2,22.31,77.76,54.95,0.046,0.39,1759767536.1779532
sensor_6,22.04,42.42,47.54,0.028,0.48,1759767538.17863
sensor_4,23.42,35.63,50.99,0.02,0.27,1759767540.1792443
sensor_2,29.38,36.73,14.58,0.02,0.26,1759767542.179804
sensor_6,22.81,77.45,20.23,0.035,0.34,1759767544.180644
sensor_6,22.19,45.37,45.8,0.023,0.2,1759767546.181322
sensor_1,22.3,79.94,48.54,0.043,0.38,1759767548.182073
sensor_8,27.19,75.46,10.57,0.019,0.28,1759767550.1827164
sensor_6,27.67,37.92,17.34,0.035,0.2,1759767552.1833797
sensor_10,34.29,70.26,22.57,0.036,0.38,1759767554.184073
sensor_6,26.45,30.67,19.59,0.046,0.49,1759767556.184885
sensor_8,24.97,61.62,49.43,0.043,0.26,1759767558.1855106
sensor_1,28.57,63.26,33.47,0.019,0.22,1759767560.1862988
sensor_3,26.07,57.69,36.35,0.05,0.11,1759767562.187253
sensor_1,26.02,78.18,51.11,0.014,0.38,1759767564.187988
sensor_10,25.85,67.52,13.67,0.014,0.12,1759767566.1888976
sensor_9,23.1,70.33,56.13,0.034,0.38,1759767568.1896076
sensor_5,25.09,66.21,37.14,0.025,0.35,1759767570.1903112
sensor_9,31.18,59.71,54.67,0.034,0.33,1759767572.190994
sensor_2,23.76,56.3,34.13,0.044,0.1,1759767574.191762
sensor_9,30.08,60.68,49.99,0.039,0.39,1759767576.19252
sensor_4,30.41,46.59,57.62,0.037,0.13,1759767578.193316
sensor_3,22.56,62.17,53.44,0.046,0.48,1759767580.1939425
sensor_8,25.31,68.94,38.44,0.049,0.43,1759767582.1946754
sensor_5,24.8,71.04,48.49,0.029,0.43,1759767584.1954916
sensor_3,26.71,40.41,10.6,0.014,0.21,1759767586.1961756
sensor_10,24.71,73.34,40.92,0.01,0.36,1759767588.1968005
sensor_1,30.49,35.33,52.05,0.021,0.19,1759767590.197453
sensor_6,35.6,73.95,26.84,0.011,0.26,1759767592.1981013
sensor_8,27.54,35.02,24.99,0.016,0.47,1759767594.198814
sensor_6,35.06,57.08,54.53,0.019,0.43,1759767596.199559
sensor_8,23.61,33.63,19.51,0.014,0.15,1759767598.2001395
sensor_3,31.41,66.53,50.08,0.022,0.45,1759767600.2009141
sensor_7,25.11,51.09,10.78,0.043,0.13,1759767602.2016118
sensor_6,25.76,38.45,39.61,0.026,0.11,1759767604.202366
sensor_2,24.51,35.0,11.23,0.045,0.34,1759767606.2030623
sensor_1,33.5,62.53,20.05,0.045,0.25,1759767608.2037096
sensor_9,34.97,64.68,20.29,0.046,0.33,1759767610.204627
sensor_5,26.54,64.85,24.05,0.035,0.2,1759767612.2053185
sensor_4,33.89,55.69,37.53,0.044,0.44,1759767614.2060611
sensor_2,24.45,51.32,39.6,0.012,0.17,1759767616.2067773
sensor_1,33.66,33.21,32.86,0.024,0.42,1759767618.2073905
sensor_1,33.69,53.86,20.29,0.026,0.25,1759767620.2077768
sensor_3,28.93,61.87,33.84,0.022,0.42,1759767622.2086947
sensor_3,34.15,52.67,34.13,0.026,0.31,1759767624.2096663
sensor_5,30.3,55.48,52.39,0.044,0.24,1759767626.210519
sensor_8,32.62,51.12,35.92,0.016,0.43,1759767628.2111752
sensor_3,24.24,47.28,56.27,0.011,0.44,1759767630.2119136
sensor_4,28.29,73.68,29.15,0.016,0.31,1759767632.2126937
sensor_6,26.68,33.46,29.1,0.046,0.24,1759767634.2135456
sensor_10,27.36,65.34,34.46,0.024,0.36,1759767636.2143352
sensor_1,25.52,38.45,41.11,0.019,0.38,1759767638.2149737
sensor_8,26.46,50.23,57.49,0.01,0.18,1759767640.2158678
sensor_6,32.66,66.82,28.48,0.042,0.48,1759767642.2165592
sensor_8,22.45,64.96,10.1,0.013,0.43,1759767644.2173572
sensor_3,35.92,50.36,34.32,0.024,0.25,1759767646.2180786
sensor_10,28.36,49.01,25.01,0.028,0.31,1759767648.2187595
sensor_7,31.58,41.73,55.24,0.043,0.14,1759767650.2195675
sensor_7,28.82,42.76,13.9,0.045,0.17,1759767652.2202325
sensor_6,22.52,70.51,52.7,0.019,0.46,1759767654.220887
sensor_3,30.25,31.83,48.95,0.043,0.19,1759767656.2217062
sensor_9,34.89,36.77,10.96,0.049,0.41,1759767658.222409
sensor_6,35.33,69.18,32.19,0.044,0.43,1759767660.223128
sensor_2,31.72,46.54,12.7,0.022,0.5,1759767662.2239194
sensor_6,35.91,60.3,29.93,0.041,0.17,1759767664.224586
sensor_1,33.32,64.1,28.37,0.013,0.29,1759767666.2251563
sensor_9,30.83,39.37,26.19,0.043,0.35,1759767668.225727
sensor_4,35.03,65.55,31.1,0.048,0.33,1759767670.2264636
sensor_3,31.67,54.88,11.66,0.035,0.24,1759767672.2271266
sensor_3,32.85,46.2,50.98,0.04,0.45,1759767674.227766
sensor_2,29.65,49.21,29.96,0.03,0.25,1759767676.2285435
sensor_8,23.59,41.67,12.36,0.041,0.46,1759767678.229236
sensor_3,23.75,77.59,50.38,0.029,0.4,1759767680.2299564
sensor_9,29.14,35.37,15.61,0.022,0.15,1759767682.2306197
sensor_6,22.66,51.98,29.01,0.04,0.41,1759767684.2313483
sensor_8,34.86,42.72,28.46,0.029,0.42,1759767686.2320194
sensor_9,32.51,60.89,43.39,0.037,0.21,1759767688.2326653
sensor_5,26.31,53.61,40.52,0.033,0.4,1759767690.2333293
sensor_10,30.78,72.4,45.55,0.036,0.25,1759767692.2341726
sensor_9,33.18,46.42,44.52,0.035,0.44,1759767694.2347975
sensor_8,35.78,63.2,53.76,0.012,0.46,1759767696.2356787
sensor_3,26.21,61.05,46.31,0.015,0.34,1759767698.2363243
sensor_6,29.36,50.72,36.52,0.03,0.38,1759767700.2369175
sensor_8,27.05,70.5,27.83,0.042,0.33,1759767702.237574
sensor_3,31.02,52.5,28.32,0.038,0.22,1759767704.238358
sensor_6,23.33,43.39,25.28,0.012,0.34,1759767706.239137
sensor_9,29.07,48.67,39.33,0.042,0.41,1759767708.239795
sensor_6,32.74,32.8,11.32,0.043,0.47,1759767710.2406852
sensor_6,34.99,63.75,49.2,0.031,0.21,1759767712.241479
sensor_5,23.19,72.96,50.08,0.027,0.49,1759767714.242277
sensor_1,26.51,50.6,59.35,0.042,0.11,1759767716.2430606
sensor_6,22.18,41.27,43.14,0.014,0.22,1759767718.2436533
sensor_9,24.15,75.93,20.95,0.012,0.3,1759767720.244499
sensor_2,24.95,67.02,49.79,0.01,0.49,1759767722.2453547
sensor_6,23.48,31.58,35.17,0.038,0.39,1759767724.2460365
sensor_1,22.97,57.46,30.64,0.01,0.16,1759767726.2467558
sensor_1,33.55,42.03,47.74,0.032,0.19,1759767728.2474258
sensor_8,22.65,42.41,34.79,0.016,0.26,1759767730.248124
sensor_4,32.12,68.67,42.87,0.043,0.13,1759767732.248949
sensor_1,29.18,78.73,22.0,0.038,0.35,1759767734.249547
sensor_4,27.27,62.72,52.83,0.036,0.49,1759767736.25022
sensor_2,35.65,48.74,13.43,0.023,0.25,1759767738.2508721
sensor_10,28.87,49.24,23.96,0.023,0.12,1759767740.2515593
sensor_10,32.37,39.21,44.9,0.035,0.28,1759767742.2521966
sensor_6,33.9,74.96,47.22,0.026,0.41,1759767744.252892
sensor_6,30.01,79.07,34.19,0.043,0.22,1759767746.2536263
sensor_4,34.99,71.67,21.67,0.043,0.48,1759767748.2543883
sensor_10,30.47,77.71,25.82,0.021,0.12,1759767750.2551253
sensor_8,33.48,64.55,48.29,0.025,0.24,1759767752.255451
sensor_5,22.11,72.35,49.1,0.03,0.12,1759767754.2560582
sensor_1,24.15,49.09,25.9,0.035,0.44,1759767756.256676
sensor_6,30.91,76.3,37.29,0.024,0.38,1759767758.2573311
sensor_4,23.48,38.43,41.4,0.027,0.13,1759767760.2579489
sensor_3,31.19,45.33,12.34,0.047,0.2,1759767762.2585094
sensor_8,32.84,57.07,31.07,0.044,0.28,1759767764.2593608
sensor_2,25.2,45.77,11.41,0.022,0.25,1759767766.2600422
sensor_1,28.06,73.03,53.24,0.029,0.27,1759767768.2607136
sensor_8,22.68,65.47,18.65,0.045,0.34,1759767770.2613432
sensor_3,35.75,57.44,47.74,0.016,0.43,1759767772.2620528
sensor_9,34.57,53.16,10.7,0.049,0.37,1759767774.2627292
sensor_8,26.14,36.47,19.37,0.033,0.43,1759767776.2633867
sensor_2,28.8,40.22,56.98,0.044,0.25,1759767778.263996
sensor_1,23.49,59.21,44.99,0.026,0.39,1759767780.2647548
sensor_9,31.89,64.85,47.38,0.014,0.24,1759767782.2655292
sensor_7,33.68,40.35,38.64,0.017,0.42,1759767784.2663167
sensor_7,30.04,46.25,55.9,0.02,0.15,1759767786.2670166
sensor_5,29.67,68.91,24.82,0.017,0.11,1759767788.2676132
sensor_8,32.25,51.11,39.89,0.03,0.22,1759767790.268334
sensor_1,24.99,71.3,30.66,0.042,0.4,1759767792.2691138
sensor_8,26.45,67.25,16.19,0.027,0.32,1759767794.2697966
sensor_3,29.37,75.4,34.25,0.04,0.48,1759767796.270507
sensor_3,29.26,65.16,15.67,0.014,0.23,1759767798.2712712
sensor_9,30.41,51.74,15.84,0.042,0.28,1759767800.2719667
sensor_3,34.31,51.56,13.76,0.025,0.31,1759767802.2728183
sensor_1,27.06,49.89,47.86,0.018,0.11,1759767804.2734299
sensor_10,32.75,79.45,49.87,0.029,0.42,1759767806.27414
sensor_6,23.19,75.92,46.57,0.01,0.47,1759767808.274822
sensor_10,22.6,46.78,25.62,0.037,0.34,1759767810.275437
sensor_2,25.02,54.67,47.79,0.029,0.35,1759767812.276105
sensor_8,28.94,42.25,35.9,0.012,0.29,1759767814.2768645
sensor_8,23.45,47.64,56.14,0.031,0.41,1759767816.2776186
sensor_2,22.88,78.8,42.98,0.029,0.37,1759767818.2783191
sensor_7,35.7,41.43,11.29,0.024,0.47,1759767820.278975
sensor_2,29.32,79.54,20.63,0.032,0.21,1759767822.2796836
sensor_5,32.63,62.66,15.56,0.045,0.23,1759767824.2805068
sensor_2,26.36,77.56,57.81,0.034,0.38,1759767826.2814164
sensor_5,27.44,79.04,21.66,0.027,0.35,1759767828.2822783
sensor_7,23.86,58.14,34.91,0.027,0.24,1759767830.2830164
sensor_3,30.92,77.35,30.24,0.041,0.44,1759767832.2837377
sensor_9,33.15,40.41,40.96,0.012,0.42,1759767834.2844646
sensor_1,30.35,40.85,34.45,0.039,0.43,1759767836.285204
sensor_3,22.46,79.95,35.8,0.029,0.3,1759767838.2861686
sensor_10,35.5,31.14,45.33,0.019,0.49,1759767840.2868516
sensor_6,32.67,64.18,35.62,0.02,0.3,1759767842.2875876
sensor_10,22.02,61.75,17.96,0.017,0.17,1759767844.2883832
sensor_8,26.88,59.23,52.0,0.014,0.21,1759767846.2890835
sensor_8,30.38,62.14,12.35,0.023,0.4,1759767848.2899072
sensor_8,27.16,51.68,39.37,0.049,0.17,1759767850.290594
sensor_4,27.45,43.25,39.69,0.035,0.3,1759767852.2912078
sensor_4,32.48,65.94,28.14,0.017,0.26,1759767854.2918544
sensor_7,26.84,32.44,42.99,0.015,0.45,1759767856.2926283
sensor_5,34.61,71.12,32.54,0.043,0.34,1759767858.2932599
sensor_8,35.61,60.84,52.93,0.013,0.44,1759767860.2939749
sensor_3,31.46,33.87,55.57,0.025,0.42,1759767862.29463
sensor_1,26.42,49.09,21.82,0.013,0.25,1759767864.295369
sensor_1,35.23,52.68,46.15,0.031,0.41,1759767866.2960951
sensor_8,25.67,72.87,10.0,0.045,0.21,1759767868.296819
sensor_10,25.05,68.83,29.8,0.038,0.2,1759767870.2975569
sensor_4,25.27,64.21,39.82,0.049,0.34,1759767872.2982857
sensor_2,34.98,53.72,36.09,0.03,0.32,1759767874.2990437
sensor_8,25.87,50.22,47.99,0.043,0.29,1759767876.2996137
sensor_4,32.43,67.94,35.34,0.012,0.35,1759767878.3002453
sensor_4,22.17,61.97,53.29,0.017,0.21,1759767880.3010063
sensor_3,23.57,32.0,23.7,0.036,0.19,1759767882.3015769
sensor_3,26.53,58.46,24.86,0.023,0.31,1759767884.3023365
sensor_2,22.95,70.36,59.24,0.022,0.4,1759767886.3030934
sensor_6,22.72,52.81,47.76,0.015,0.18,1759767888.3036728
sensor_1,28.17,53.69,45.09,0.042,0.4,1759767890.3043354
sensor_1,23.44,36.36,31.01,0.015,0.44,1759767892.304939
sensor_9,31.87,73.67,48.76,0.01,0.23,1759767894.3055565
sensor_5,34.67,47.66,54.02,0.036,0.29,1759767896.3061945
sensor_2,31.04,64.53,42.22,0.035,0.35,1759767898.3069012
sensor_1,31.54,79.3,13.19,0.035,0.37,1759767900.307711
sensor_2,31.14,77.2,59.88,0.042,0.16,1759767902.3083756
sensor_5,29.45,48.04,49.76,0.019,0.11,1759767904.3089836
sensor_10,24.85,72.6,41.04,0.03,0.31,1759767906.3096411
sensor_10,25.9,66.48,52.96,0.011,0.4,1759767908.3103912
sensor_6,26.73,49.44,49.37,0.039,0.13,1759767910.3109963
sensor_3,26.87,50.08,45.64,0.018,0.23,1759767912.3113499
sensor_7,26.8,40.44,18.34,0.034,0.38,1759767914.3120875
sensor_8,34.84,42.5,43.46,0.028,0.14,1759767916.3127677
sensor_9,25.8,30.72,36.04,0.032,0.3,1759767918.3134005
sensor_5,28.65,47.06,30.31,0.025,0.24,1759767920.3141878
sensor_8,31.02,69.42,14.65,0.035,0.28,1759767922.3148398
sensor_1,25.75,35.28,45.99,0.016,0.45,1759767924.315357
sensor_2,24.8,30.62,50.65,0.014,0.12,1759767926.3156946
sensor_9,22.59,73.72,33.65,0.049,0.33,1759767928.3160334
sensor_7,26.27,53.15,27.29,0.021,0.32,1759767930.316537
sensor_8,30.47,46.67,11.26,0.019,0.36,1759767932.3168375
sensor_3,28.24,49.15,57.53,0.018,0.34,1759767934.317189
sensor_3,33.32,69.58,36.82,0.035,0.11,1759767936.3177974
sensor_10,24.9,41.29,56.01,0.013,0.32,1759767938.3184526
sensor_9,30.53,32.67,29.28,0.034,0.18,1759767940.3190653
sensor_8,30.52,68.73,58.04,0.019,0.14,1759767942.3197074
sensor_6,35.16,45.35,50.46,0.036,0.27,1759767944.3202877
sensor_5,22.86,67.01,33.55,0.014,0.22,1759767946.3208954
sensor_4,30.11,39.75,21.53,0.034,0.23,1759767948.3213022
sensor_5,25.08,73.14,25.41,0.023,0.47,1759767950.322182
sensor_4,31.18,42.27,13.02,0.026,0.28,1759767952.3229074
sensor_9,34.01,41.82,53.63,0.024,0.5,1759767954.3236446
sensor_7,33.58,69.03,50.92,0.049,0.33,1759767956.3243864
sensor_2,35.0,78.18,19.77,0.024,0.31,1759767958.324966
sensor_5,30.4,39.33,26.79,0.029,0.35,1759767960.3255787
sensor_3,26.29,60.19,24.77,0.033,0.47,1759767962.3262615
sensor_10,34.3,41.45,59.2,0.021,0.3,1759767964.3268797
sensor_7,29.7,31.93,59.61,0.038,0.48,1759767966.327522
sensor_10,31.01,62.48,50.77,0.037,0.15,1759767968.3281362
sensor_5,24.51,48.03,42.5,0.026,0.35,1759767970.3289208
sensor_9,24.07,53.36,22.28,0.045,0.28,1759767972.3296232
sensor_3,23.66,68.42,55.55,0.02,0.43,1759767974.3303094
sensor_5,33.75,40.15,17.14,0.041,0.38,1759767976.3309712
sensor_4,29.3,68.17,34.71,0.037,0.24,1759767978.331585
sensor_6,27.53,46.89,15.55,0.033,0.39,1759767980.3322244
sensor_6,25.16,53.73,56.43,0.015,0.22,1759767982.3328319
sensor_6,29.98,74.83,57.01,0.035,0.43,1759767984.3334131
sensor_5,23.53,79.74,39.07,0.014,0.11,1759767986.3340993
sensor_6,32.91,37.98,27.46,0.044,0.21,1759767988.334701
sensor_6,28.33,36.13,23.08,0.016,0.4,1759767990.3353407
sensor_2,23.19,76.07,41.23,0.024,0.27,1759767992.3359675
sensor_9,28.47,51.38,52.23,0.028,0.2,1759767994.3365831
sensor_3,31.53,71.61,58.85,0.046,0.13,1759767996.337257
sensor_10,35.4,59.21,49.89,0.013,0.4,1759767998.337899
sensor_7,33.88,45.88,43.7,0.03,0.15,1759768000.3386507
sensor_8,35.7,36.46,49.36,0.03,0.41,1759768002.3392384
sensor_1,33.47,59.42,31.2,0.023,0.12,1759768004.3398676
sensor_7,31.46,58.09,33.0,0.04,0.26,1759768006.3406413
sensor_9,22.6,39.27,39.41,0.046,0.21,1759768008.3413434
sensor_10,33.83,60.48,30.17,0.038,0.18,1759768010.34201
sensor_1,29.56,67.98,52.14,0.012,0.42,1759768012.3426776
sensor_7,33.94,46.88,21.44,0.01,0.25,1759768014.343355
sensor_1,22.59,68.58,13.02,0.036,0.32,1759768016.3439395
sensor_5,35.48,52.57,37.11,0.019,0.38,1759768018.3446805
sensor_7,24.0,60.61,34.39,0.014,0.49,1759768020.3453014
sensor_5,23.8,51.54,43.34,0.028,0.43,1759768022.3459635
sensor_5,22.89,54.6,14.37,0.045,0.22,1759768024.3465776
sensor_10,26.21,65.79,56.19,0.038,0.29,1759768026.3470852
sensor_7,28.66,79.35,39.18,0.023,0.26,1759768028.3477025
sensor_6,26.9,76.68,10.16,0.021,0.22,1759768030.3485818
sensor_9,34.88,53.92,53.14,0.028,0.48,1759768032.3495097
sensor_9,24.22,74.21,15.47,0.026,0.21,1759768034.3501916
sensor_7,33.84,72.81,12.23,0.044,0.49,1759768036.3508828
sensor_2,30.45,41.33,23.17,0.039,0.32,1759768038.3515172
sensor_5,29.23,34.69,57.25,0.013,0.25,1759768040.352126
sensor_6,23.76,57.85,44.29,0.046,0.18,1759768042.3528173
sensor_1,23.28,55.5,20.64,0.012,0.43,1759768044.3537126
sensor_1,28.24,47.97,32.69,0.021,0.4,1759768046.3544216
sensor_2,34.78,64.05,19.87,0.024,0.18,1759768048.3551586
sensor_3,33.2,59.25,34.53,0.028,0.42,1759768050.355976
sensor_2,31.38,49.68,11.38,0.024,0.32,1759768052.3566594
sensor_7,25.65,47.0,11.47,0.017,0.34,1759768054.3574789
sensor_6,35.39,68.36,49.25,0.012,0.26,1759768056.358152
sensor_9,24.11,58.93,48.19,0.039,0.27,1759768058.3589008
sensor_4,30.25,36.63,11.6,0.029,0.49,1759768060.3597202
sensor_1,22.3,60.1,22.0,0.022,0.24,1759768062.3604705
sensor_4,31.87,52.61,13.23,0.012,0.14,1759768064.3611193
sensor_7,32.18,64.63,47.81,0.011,0.32,1759768066.3620641
sensor_9,31.83,75.74,15.47,0.04,0.42,1759768068.362856
sensor_2,23.23,47.03,54.38,0.043,0.32,1759768070.3634512
sensor_8,26.96,76.32,35.4,0.035,0.47,1759768072.3639019
sensor_8,30.17,58.62,45.19,0.028,0.38,1759768074.3647304
sensor_3,28.38,60.4,30.61,0.021,0.2,1759768076.3654754
