sensor_id,irrigate,energy_used,data_processed,timestamp
sensor_4,True,0.141,0.6,1759783637.8272965
sensor_4,False,0.072,0.6,1759783639.5843985
sensor_9,True,0.112,0.48,1759783639.8279867
sensor_8,True,0.102,0.16,1759783641.5852451
sensor_3,False,0.093,0.38,1759783641.8287656
sensor_7,False,0.118,0.46,1759783643.586114
sensor_6,False,0.178,0.16,1759783643.8295398
sensor_9,False,0.07,0.46,1759783645.586805
sensor_10,True,0.194,0.28,1759783645.8303118
sensor_8,False,0.173,0.69,1759783647.5876086
sensor_10,True,0.08,0.24,1759783647.8310418
sensor_6,True,0.082,0.21,1759783649.5882933
sensor_1,True,0.169,0.45,1759783649.831815
sensor_10,False,0.056,0.54,1759783651.5890367
sensor_10,True,0.118,0.3,1759783651.8325715
sensor_9,False,0.141,0.65,1759783653.589922
sensor_8,True,0.166,0.61,1759783653.8332543
sensor_6,False,0.117,0.21,1759783655.5905921
sensor_7,False,0.114,0.58,1759783655.8340435
sensor_1,False,0.125,0.59,1759783657.5913715
sensor_8,True,0.127,0.57,1759783657.834742
sensor_5,False,0.139,0.53,1759783659.592073
sensor_9,True,0.067,0.59,1759783659.8354175
sensor_8,False,0.169,0.34,1759783661.5929022
sensor_8,True,0.129,0.14,1759783661.8360991
sensor_1,True,0.072,0.56,1759783663.5936747
sensor_7,True,0.189,0.64,1759783663.8367243
sensor_8,False,0.182,0.67,1759783665.5943506
sensor_7,False,0.175,0.56,1759783665.8374102
sensor_8,True,0.06,0.26,1759783667.5949762
sensor_6,True,0.146,0.44,1759783667.8380828
sensor_10,False,0.178,0.54,1759783669.595625
sensor_4,False,0.059,0.16,1759783669.8388045
sensor_7,True,0.074,0.65,1759783671.596267
sensor_3,True,0.131,0.57,1759783671.8396878
sensor_7,True,0.132,0.65,1759783673.5969496
sensor_4,True,0.091,0.64,1759783673.8402834
sensor_9,False,0.116,0.33,1759783675.5977306
sensor_4,False,0.107,0.38,1759783675.8407953
sensor_4,False,0.14,0.36,1759783677.5984652
sensor_5,True,0.127,0.65,1759783677.8414528
sensor_9,False,0.148,0.66,1759783679.599199
sensor_10,False,0.154,0.13,1759783679.842088
sensor_4,False,0.102,0.63,1759783681.5997999
sensor_7,True,0.183,0.11,1759783681.8428147
sensor_4,True,0.066,0.18,1759783683.600496
sensor_10,False,0.187,0.47,1759783683.8434768
sensor_6,True,0.155,0.31,1759783685.600954
sensor_8,True,0.133,0.25,1759783685.8441305
sensor_7,True,0.174,0.15,1759783687.6015494
sensor_3,True,0.181,0.64,1759783687.8447616
sensor_8,True,0.085,0.24,1759783689.602204
sensor_6,False,0.105,0.52,1759783689.8454113
sensor_1,False,0.19,0.51,1759783691.602941
sensor_7,True,0.128,0.35,1759783691.8461168
sensor_8,False,0.15,0.35,1759783693.6036217
sensor_7,True,0.079,0.21,1759783693.846821
sensor_3,True,0.062,0.32,1759783695.6043756
sensor_8,False,0.055,0.48,1759783695.8474967
sensor_1,False,0.146,0.68,1759783697.605075
sensor_8,False,0.078,0.3,1759783697.8481493
sensor_3,False,0.079,0.67,1759783699.6054869
sensor_4,True,0.142,0.2,1759783699.8491096
sensor_10,False,0.196,0.19,1759783701.606139
sensor_3,True,0.175,0.69,1759783701.8499246
sensor_5,True,0.168,0.16,1759783703.606939
sensor_7,True,0.141,0.62,1759783703.8506393
sensor_9,True,0.164,0.18,1759783705.607618
sensor_4,True,0.196,0.63,1759783705.8514726
sensor_7,True,0.07,0.44,1759783707.6084893
sensor_8,False,0.124,0.57,1759783707.8521802
sensor_1,False,0.11,0.35,1759783709.6093566
sensor_5,False,0.139,0.54,1759783709.8528838
sensor_8,True,0.136,0.39,1759783711.610123
sensor_3,False,0.177,0.38,1759783711.8537343
sensor_4,True,0.131,0.41,1759783713.610784
sensor_2,True,0.189,0.14,1759783713.8545692
sensor_10,True,0.182,0.18,1759783715.6114523
sensor_5,False,0.136,0.48,1759783715.8553092
sensor_10,False,0.172,0.56,1759783717.612101
sensor_1,True,0.086,0.47,1759783717.8559442
sensor_6,True,0.123,0.46,1759783719.6126988
sensor_9,False,0.126,0.52,1759783719.856583
sensor_5,False,0.189,0.65,1759783721.6132245
sensor_4,True,0.2,0.37,1759783721.8573658
sensor_4,True,0.169,0.37,1759783723.614002
sensor_6,True,0.058,0.61,1759783723.858171
sensor_6,True,0.166,0.29,1759783725.6146297
sensor_9,True,0.116,0.36,1759783725.8589525
sensor_1,True,0.168,0.69,1759783727.615248
sensor_9,True,0.102,0.22,1759783727.8596144
sensor_7,True,0.177,0.62,1759783729.6160579
sensor_7,True,0.102,0.65,1759783729.860418
sensor_7,True,0.114,0.27,1759783731.616609
sensor_7,True,0.16,0.4,1759783731.8611484
sensor_1,False,0.187,0.61,1759783733.6172879
sensor_6,True,0.18,0.67,1759783733.8620603
sensor_5,True,0.136,0.56,1759783735.6180677
sensor_3,True,0.194,0.16,1759783735.862844
sensor_8,False,0.093,0.58,1759783737.6186967
sensor_1,True,0.103,0.58,1759783737.8635614
sensor_6,False,0.111,0.52,1759783739.619311
sensor_9,False,0.058,0.15,1759783739.864262
sensor_7,False,0.134,0.3,1759783741.6199176
sensor_9,True,0.149,0.27,1759783741.8649173
sensor_7,False,0.144,0.22,1759783743.620751
sensor_10,False,0.164,0.11,1759783743.865883
sensor_3,False,0.079,0.12,1759783745.6215706
sensor_9,True,0.151,0.44,1759783745.866624
sensor_8,True,0.199,0.1,1759783747.6224792
sensor_3,False,0.199,0.2,1759783747.867219
sensor_6,False,0.06,0.27,1759783749.6231737
sensor_10,True,0.184,0.15,1759783749.8679059
sensor_6,False,0.142,0.44,1759783751.623921
sensor_7,False,0.055,0.67,1759783751.8687327
sensor_8,True,0.084,0.36,1759783753.6246448
sensor_3,False,0.078,0.16,1759783753.8693478
sensor_9,False,0.066,0.63,1759783755.6253994
sensor_4,True,0.168,0.38,1759783755.8700874
sensor_9,False,0.178,0.56,1759783757.6261778
sensor_7,False,0.111,0.54,1759783757.870786
sensor_6,True,0.169,0.46,1759783759.6268556
sensor_2,False,0.192,0.58,1759783759.8714335
sensor_2,False,0.054,0.35,1759783761.6275077
sensor_10,False,0.166,0.17,1759783761.8721018
sensor_1,True,0.118,0.1,1759783763.62835
sensor_7,False,0.182,0.3,1759783763.8728192
sensor_9,True,0.168,0.66,1759783765.6290028
sensor_7,True,0.056,0.15,1759783765.8736
sensor_10,True,0.158,0.45,1759783767.6296732
sensor_3,False,0.123,0.13,1759783767.8743107
sensor_3,True,0.057,0.64,1759783769.630377
sensor_9,True,0.117,0.41,1759783769.874995
sensor_7,True,0.134,0.2,1759783771.6310039
sensor_10,True,0.179,0.6,1759783771.8756711
sensor_4,False,0.078,0.21,1759783773.6317234
sensor_3,True,0.172,0.44,1759783773.876506
sensor_3,True,0.145,0.19,1759783775.6323688
sensor_5,False,0.19,0.7,1759783775.8771162
sensor_6,True,0.064,0.66,1759783777.6330616
sensor_9,True,0.081,0.29,1759783777.8779547
sensor_8,False,0.063,0.49,1759783779.6338751
sensor_2,False,0.174,0.68,1759783779.8786216
sensor_3,True,0.08,0.25,1759783781.634574
sensor_6,True,0.101,0.22,1759783781.8793244
sensor_10,True,0.161,0.33,1759783783.6351926
sensor_9,False,0.2,0.63,1759783783.879977
sensor_6,False,0.074,0.43,1759783785.635843
sensor_10,True,0.089,0.5,1759783785.8805854
sensor_8,False,0.107,0.69,1759783787.6364696
sensor_3,True,0.177,0.16,1759783787.8814213
sensor_9,True,0.163,0.64,1759783789.6370978
sensor_5,True,0.148,0.14,1759783789.8821614
sensor_4,False,0.157,0.44,1759783791.6377306
sensor_6,False,0.182,0.25,1759783791.8829854
sensor_3,False,0.128,0.4,1759783793.638373
sensor_9,True,0.16,0.19,1759783793.883637
sensor_3,False,0.179,0.39,1759783795.6390378
sensor_10,True,0.11,0.27,1759783795.8844938
sensor_5,True,0.168,0.35,1759783797.6397133
sensor_10,True,0.144,0.42,1759783797.8851783
sensor_8,False,0.144,0.18,1759783799.6403432
sensor_5,True,0.056,0.14,1759783799.8859158
sensor_5,False,0.129,0.34,1759783801.6410184
sensor_10,False,0.143,0.33,1759783801.8866127
sensor_8,False,0.054,0.69,1759783803.6417296
sensor_8,True,0.102,0.38,1759783803.8872433
sensor_10,False,0.104,0.34,1759783805.6423683
sensor_10,True,0.083,0.29,1759783805.8878777
sensor_9,False,0.131,0.33,1759783807.6430228
sensor_2,False,0.171,0.61,1759783807.8886628
sensor_9,True,0.112,0.47,1759783809.6436384
sensor_5,False,0.108,0.29,1759783809.889366
sensor_6,True,0.132,0.69,1759783811.644449
sensor_10,False,0.174,0.18,1759783811.8899395
sensor_3,True,0.149,0.44,1759783813.6452634
sensor_8,True,0.057,0.64,1759783813.890577
sensor_5,True,0.138,0.33,1759783815.645903
sensor_8,True,0.182,0.17,1759783815.89119
sensor_4,True,0.102,0.21,1759783817.6465034
sensor_9,False,0.111,0.47,1759783817.8918755
sensor_9,True,0.139,0.15,1759783819.6471741
sensor_1,True,0.083,0.6,1759783819.892514
sensor_1,True,0.139,0.11,1759783821.6478827
sensor_5,False,0.068,0.36,1759783821.8933454
sensor_9,True,0.071,0.14,1759783823.6485047
sensor_9,True,0.075,0.32,1759783823.894046
sensor_7,True,0.109,0.31,1759783825.6493638
sensor_7,True,0.166,0.54,1759783825.8946137
sensor_7,False,0.084,0.61,1759783827.6501176
sensor_4,False,0.136,0.12,1759783827.8952174
sensor_7,False,0.091,0.25,1759783829.650817
sensor_5,True,0.188,0.38,1759783829.8960216
sensor_9,False,0.177,0.69,1759783831.6514509
sensor_5,False,0.092,0.17,1759783831.8969486
sensor_9,True,0.153,0.2,1759783833.6522658
sensor_1,True,0.101,0.64,1759783833.897706
sensor_1,False,0.146,0.44,1759783835.6530116
sensor_2,False,0.199,0.21,1759783835.8983676
sensor_4,False,0.198,0.56,1759783837.6537802
sensor_10,True,0.083,0.51,1759783837.8994124
sensor_5,False,0.098,0.47,1759783839.6545966
sensor_10,True,0.168,0.53,1759783839.9001563
sensor_8,True,0.051,0.69,1759783841.6553657
sensor_1,False,0.06,0.52,1759783841.9008834
sensor_10,False,0.157,0.6,1759783843.6562974
sensor_7,False,0.166,0.18,1759783843.901572
sensor_7,False,0.142,0.68,1759783845.6569092
sensor_7,True,0.144,0.23,1759783845.9023106
sensor_4,True,0.087,0.6,1759783847.6579025
sensor_9,False,0.088,0.25,1759783847.9030852
sensor_10,True,0.144,0.38,1759783849.658702
sensor_8,False,0.158,0.15,1759783849.9037135
sensor_9,True,0.06,0.34,1759783851.6594152
sensor_10,False,0.063,0.39,1759783851.9042108
sensor_5,False,0.133,0.42,1759783853.6601777
sensor_4,True,0.063,0.55,1759783853.9048033
sensor_5,True,0.195,0.63,1759783855.6608977
sensor_2,True,0.187,0.11,1759783855.9054005
sensor_7,True,0.194,0.17,1759783857.6616397
sensor_10,False,0.178,0.23,1759783857.9061403
sensor_5,True,0.104,0.56,1759783859.6623685
sensor_5,True,0.114,0.23,1759783859.9068582
sensor_3,True,0.187,0.29,1759783861.6630254
sensor_5,True,0.182,0.62,1759783861.907573
sensor_5,True,0.069,0.1,1759783863.6634955
sensor_10,False,0.082,0.3,1759783863.9082668
sensor_10,True,0.136,0.58,1759783865.6643357
sensor_5,True,0.143,0.67,1759783865.9091508
sensor_10,True,0.106,0.14,1759783867.6650832
sensor_1,True,0.191,0.43,1759783867.9097447
sensor_2,True,0.065,0.3,1759783869.6657681
sensor_8,False,0.124,0.14,1759783869.9100947
sensor_1,True,0.165,0.12,1759783871.6664999
sensor_8,True,0.149,0.16,1759783871.9108896
sensor_5,False,0.129,0.13,1759783873.6672382
sensor_5,False,0.161,0.69,1759783873.9115489
sensor_9,True,0.13,0.31,1759783875.6679058
sensor_6,True,0.171,0.61,1759783875.9122198
sensor_1,True,0.059,0.4,1759783877.668933
sensor_3,True,0.199,0.19,1759783877.912987
sensor_9,False,0.112,0.5,1759783879.6695647
sensor_7,True,0.192,0.16,1759783879.9136593
sensor_4,True,0.176,0.69,1759783881.6704273
sensor_2,True,0.165,0.52,1759783881.9144835
sensor_1,False,0.086,0.6,1759783883.6711233
sensor_2,True,0.05,0.61,1759783883.9152474
sensor_3,False,0.138,0.2,1759783885.6717234
sensor_1,False,0.171,0.1,1759783885.9159355
sensor_5,False,0.089,0.23,1759783887.6725826
sensor_10,True,0.192,0.55,1759783887.9165254
sensor_8,False,0.107,0.14,1759783889.673251
sensor_5,False,0.185,0.36,1759783889.9171927
sensor_7,False,0.149,0.41,1759783891.6741009
sensor_7,True,0.106,0.58,1759783891.91801
sensor_6,True,0.078,0.33,1759783893.6747856
sensor_6,False,0.175,0.1,1759783893.9187129
sensor_2,True,0.166,0.19,1759783895.6755493
sensor_3,False,0.164,0.23,1759783895.91918
sensor_8,True,0.136,0.15,1759783897.67611
sensor_5,False,0.154,0.24,1759783897.9201787
sensor_6,False,0.158,0.12,1759783899.6767857
sensor_2,False,0.164,0.35,1759783899.9208872
sensor_1,True,0.082,0.55,1759783901.6776233
sensor_7,True,0.145,0.47,1759783901.9218724
sensor_1,True,0.151,0.25,1759783903.678341
sensor_9,False,0.155,0.3,1759783903.9225543
sensor_7,True,0.189,0.36,1759783905.6789503
sensor_2,True,0.096,0.32,1759783905.9233496
sensor_9,True,0.185,0.11,1759783907.6798403
sensor_3,True,0.165,0.53,1759783907.9240277
sensor_1,True,0.161,0.26,1759783909.680566
sensor_5,True,0.1,0.18,1759783909.9246957
sensor_3,True,0.137,0.64,1759783911.6812894
sensor_6,True,0.06,0.64,1759783911.9254692
sensor_8,True,0.118,0.12,1759783913.68205
sensor_7,True,0.171,0.12,1759783913.9261804
sensor_10,True,0.188,0.46,1759783915.6827087
sensor_2,False,0.155,0.2,1759783915.926872
sensor_1,True,0.078,0.25,1759783917.6835167
sensor_9,True,0.125,0.6,1759783917.9275603
sensor_6,True,0.177,0.46,1759783919.6842222
sensor_6,False,0.123,0.27,1759783919.9281988
sensor_10,True,0.186,0.43,1759783921.6850789
sensor_7,False,0.163,0.27,1759783921.928811
sensor_10,True,0.193,0.47,1759783923.685759
sensor_10,False,0.106,0.33,1759783923.9294293
sensor_5,True,0.189,0.15,1759783925.6864665
sensor_2,False,0.155,0.6,1759783925.9301422
sensor_5,True,0.052,0.24,1759783927.687077
sensor_2,True,0.142,0.21,1759783927.9307487
sensor_4,False,0.075,0.64,1759783929.6879306
sensor_10,False,0.08,0.1,1759783929.9316456
sensor_6,True,0.057,0.49,1759783931.6885757
sensor_6,False,0.053,0.58,1759783931.9323587
sensor_1,False,0.057,0.14,1759783933.6892834
sensor_9,True,0.133,0.54,1759783933.9330077
sensor_7,True,0.14,0.39,1759783935.6899545
sensor_1,False,0.141,0.32,1759783935.9338157
sensor_10,False,0.154,0.61,1759783937.6905963
sensor_1,False,0.102,0.21,1759783937.9345381
sensor_4,False,0.059,0.62,1759783939.691402
sensor_2,False,0.134,0.28,1759783939.935192
sensor_10,False,0.196,0.53,1759783941.6922553
sensor_3,True,0.1,0.12,1759783941.935876
sensor_3,True,0.13,0.16,1759783943.6931193
sensor_5,False,0.07,0.27,1759783943.9364746
sensor_8,False,0.112,0.15,1759783945.6939876
sensor_2,True,0.112,0.52,1759783945.9371314
sensor_4,False,0.05,0.7,1759783947.6948571
sensor_4,True,0.194,0.41,1759783947.9378119
sensor_6,False,0.157,0.52,1759783949.6955502
sensor_10,True,0.151,0.23,1759783949.9384935
sensor_6,True,0.146,0.44,1759783951.6964698
sensor_5,False,0.06,0.46,1759783951.9392855
sensor_3,True,0.064,0.31,1759783953.6971266
sensor_8,True,0.191,0.42,1759783953.9400585
sensor_1,True,0.168,0.69,1759783955.6979566
sensor_10,True,0.111,0.1,1759783955.9407341
sensor_8,False,0.103,0.36,1759783957.6986487
sensor_1,False,0.055,0.39,1759783957.941407
sensor_4,True,0.062,0.42,1759783959.699327
sensor_10,False,0.17,0.6,1759783959.9420946
sensor_10,False,0.109,0.5,1759783961.7000937
sensor_8,False,0.084,0.65,1759783961.9427338
sensor_1,False,0.11,0.67,1759783963.7004507
sensor_8,False,0.064,0.26,1759783963.943546
sensor_5,True,0.073,0.53,1759783965.7012398
sensor_1,True,0.166,0.39,1759783965.944352
sensor_2,True,0.073,0.67,1759783967.701917
sensor_8,True,0.073,0.51,1759783967.9451947
sensor_4,False,0.119,0.26,1759783969.7026067
sensor_2,False,0.161,0.15,1759783969.9460812
sensor_8,True,0.161,0.59,1759783971.703248
sensor_2,False,0.197,0.4,1759783971.9467573
sensor_7,True,0.197,0.24,1759783973.703978
sensor_4,True,0.116,0.43,1759783973.947509
sensor_2,False,0.054,0.19,1759783975.7046177
sensor_6,False,0.105,0.51,1759783975.9482796
sensor_6,True,0.162,0.17,1759783977.7053015
sensor_9,False,0.143,0.41,1759783977.9491315
sensor_2,True,0.054,0.15,1759783979.7059536
sensor_4,False,0.152,0.59,1759783979.9500535
sensor_5,True,0.095,0.36,1759783981.7066429
sensor_2,True,0.165,0.55,1759783981.950951
sensor_10,True,0.098,0.5,1759783983.7075164
sensor_10,False,0.144,0.22,1759783983.951603
sensor_4,False,0.061,0.56,1759783985.7082963
sensor_8,True,0.162,0.58,1759783985.9522865
sensor_3,False,0.073,0.14,1759783987.708902
sensor_10,False,0.136,0.46,1759783987.9531288
sensor_2,True,0.061,0.63,1759783989.709508
sensor_6,True,0.167,0.29,1759783989.9537308
sensor_2,False,0.085,0.61,1759783991.7102003
sensor_4,True,0.165,0.47,1759783991.9544263
sensor_5,False,0.18,0.59,1759783993.7108798
sensor_7,False,0.098,0.36,1759783993.9551806
sensor_8,False,0.051,0.17,1759783995.7116663
sensor_5,False,0.136,0.69,1759783995.9557648
sensor_1,True,0.152,0.3,1759783997.7124724
sensor_2,True,0.166,0.33,1759783997.9564297
sensor_5,False,0.119,0.58,1759783999.7132497
sensor_7,False,0.055,0.22,1759783999.957274
sensor_10,False,0.184,0.44,1759784001.713949
sensor_8,True,0.184,0.6,1759784001.9578826
sensor_5,True,0.114,0.39,1759784003.7146366
sensor_6,True,0.136,0.24,1759784003.9584427
sensor_7,False,0.085,0.21,1759784005.7153943
sensor_10,False,0.114,0.55,1759784005.9592576
sensor_4,False,0.159,0.16,1759784007.7160544
sensor_4,True,0.106,0.49,1759784007.9601295
sensor_1,False,0.196,0.5,1759784009.716667
sensor_9,False,0.169,0.46,1759784009.96095
sensor_10,True,0.073,0.45,1759784011.7172616
sensor_8,True,0.126,0.51,1759784011.9616413
sensor_1,False,0.112,0.12,1759784013.7180867
sensor_7,False,0.184,0.69,1759784013.9622827
sensor_6,False,0.127,0.34,1759784015.7187438
sensor_5,True,0.123,0.19,1759784015.9630413
sensor_5,False,0.17,0.52,1759784017.719392
sensor_10,False,0.066,0.39,1759784017.9638467
sensor_10,False,0.121,0.3,1759784019.7200377
sensor_6,False,0.072,0.43,1759784019.9647033
sensor_5,True,0.153,0.54,1759784021.7206933
sensor_1,True,0.143,0.12,1759784021.9654565
sensor_8,False,0.127,0.12,1759784023.7213187
sensor_7,True,0.161,0.62,1759784023.9661863
sensor_8,False,0.144,0.26,1759784025.7219667
sensor_8,False,0.186,0.4,1759784025.9668608
sensor_4,False,0.177,0.42,1759784027.7226403
sensor_3,False,0.091,0.23,1759784027.9676514
sensor_4,False,0.125,0.36,1759784029.723225
sensor_2,True,0.087,0.28,1759784029.968317
sensor_9,False,0.097,0.47,1759784031.7240067
sensor_1,True,0.1,0.61,1759784031.9690614
sensor_4,True,0.134,0.27,1759784033.7247105
sensor_9,True,0.064,0.27,1759784033.9697168
sensor_2,True,0.19,0.62,1759784035.72537
sensor_7,True,0.181,0.12,1759784035.9704382
sensor_5,False,0.129,0.39,1759784037.7260897
sensor_1,False,0.135,0.61,1759784037.971234
sensor_7,False,0.117,0.32,1759784039.726759
sensor_5,True,0.17,0.59,1759784039.971989
sensor_10,False,0.072,0.49,1759784041.7274551
sensor_5,False,0.055,0.13,1759784041.9726605
sensor_1,False,0.125,0.13,1759784043.7281036
sensor_9,True,0.059,0.57,1759784043.9732952
sensor_8,True,0.174,0.13,1759784045.728768
sensor_3,False,0.195,0.33,1759784045.9739363
sensor_7,False,0.195,0.14,1759784047.7295272
sensor_9,True,0.069,0.37,1759784047.9745646
sensor_5,False,0.138,0.1,1759784049.7302852
sensor_10,False,0.14,0.67,1759784049.975382
sensor_4,True,0.072,0.48,1759784051.7309496
sensor_8,True,0.193,0.61,1759784051.976072
sensor_9,False,0.192,0.49,1759784053.7316182
sensor_10,True,0.133,0.29,1759784053.97697
sensor_3,True,0.065,0.63,1759784055.732244
sensor_2,True,0.167,0.49,1759784055.9776766
sensor_9,False,0.171,0.68,1759784057.7328913
sensor_10,False,0.051,0.56,1759784057.9783556
sensor_6,True,0.057,0.42,1759784059.7334723
sensor_9,False,0.177,0.49,1759784059.979055
sensor_8,True,0.173,0.34,1759784061.7340775
sensor_2,False,0.112,0.62,1759784061.9798195
sensor_2,True,0.054,0.43,1759784063.734686
sensor_3,False,0.148,0.25,1759784063.9806006
sensor_5,False,0.088,0.48,1759784065.7354898
sensor_7,False,0.136,0.35,1759784065.981362
sensor_1,False,0.193,0.58,1759784067.736123
sensor_6,True,0.136,0.36,1759784067.9821665
sensor_4,True,0.116,0.16,1759784069.7367465
sensor_1,True,0.191,0.57,1759784069.9828703
sensor_10,True,0.197,0.59,1759784071.7373803
sensor_8,True,0.085,0.65,1759784071.9836078
sensor_5,True,0.191,0.53,1759784073.737996
sensor_10,False,0.191,0.27,1759784073.9843292
sensor_5,True,0.14,0.64,1759784075.7386162
sensor_10,True,0.113,0.36,1759784075.985111
sensor_1,False,0.111,0.66,1759784077.739237
sensor_8,True,0.175,0.54,1759784077.9861338
sensor_2,False,0.067,0.44,1759784079.7398267
sensor_1,False,0.186,0.41,1759784079.986838
sensor_7,True,0.084,0.47,1759784081.740643
sensor_2,False,0.185,0.44,1759784081.987337
sensor_4,True,0.078,0.38,1759784083.7412415
sensor_8,True,0.168,0.56,1759784083.988139
sensor_3,True,0.069,0.15,1759784085.7419093
sensor_2,True,0.08,0.58,1759784085.9888208
sensor_9,True,0.065,0.11,1759784087.7425382
sensor_2,True,0.145,0.25,1759784087.9896033
sensor_9,True,0.156,0.44,1759784089.743179
sensor_9,False,0.084,0.56,1759784089.9904566
sensor_1,True,0.051,0.43,1759784091.7437549
sensor_4,True,0.123,0.4,1759784091.9911468
sensor_9,True,0.176,0.54,1759784093.744443
sensor_6,False,0.168,0.57,1759784093.9917417
sensor_9,False,0.129,0.34,1759784095.7451494
sensor_4,True,0.12,0.49,1759784095.9925501
sensor_9,True,0.181,0.21,1759784097.7459219
sensor_6,True,0.164,0.6,1759784097.993409
sensor_10,True,0.14,0.68,1759784099.7465618
sensor_3,True,0.055,0.34,1759784099.9941795
sensor_7,False,0.179,0.3,1759784101.7473125
sensor_4,False,0.101,0.17,1759784101.9949477
sensor_7,False,0.126,0.19,1759784103.747962
sensor_10,False,0.075,0.52,1759784103.9957485
sensor_8,False,0.143,0.3,1759784105.7485619
sensor_3,True,0.121,0.41,1759784105.9964204
sensor_7,True,0.116,0.27,1759784107.749192
sensor_5,True,0.063,0.69,1759784107.9972446
sensor_7,True,0.058,0.61,1759784109.7498786
sensor_6,True,0.053,0.25,1759784109.9981153
sensor_10,True,0.109,0.59,1759784111.7504926
sensor_9,True,0.105,0.13,1759784111.9988825
sensor_3,True,0.188,0.23,1759784113.751117
sensor_5,False,0.055,0.47,1759784113.9996738
sensor_7,False,0.182,0.33,1759784115.751755
sensor_8,False,0.157,0.22,1759784116.0000155
sensor_5,False,0.159,0.19,1759784117.7523575
sensor_10,True,0.05,0.11,1759784118.0006235
sensor_1,False,0.087,0.34,1759784119.7530284
sensor_3,True,0.051,0.53,1759784120.0012991
sensor_1,False,0.106,0.16,1759784121.753595
sensor_7,False,0.144,0.52,1759784122.001933
sensor_5,True,0.169,0.62,1759784123.754342
sensor_8,False,0.112,0.48,1759784124.0026026
sensor_6,True,0.118,0.56,1759784125.7550814
sensor_9,True,0.091,0.4,1759784126.0032816
sensor_6,False,0.087,0.51,1759784127.7558746
sensor_3,True,0.105,0.46,1759784128.0041487
sensor_6,False,0.1,0.56,1759784129.7566814
sensor_6,False,0.057,0.52,1759784130.0047536
sensor_3,False,0.107,0.47,1759784131.7572742
sensor_2,True,0.13,0.24,1759784132.005385
sensor_1,False,0.148,0.62,1759784133.757939
sensor_9,True,0.108,0.58,1759784134.0060494
sensor_10,True,0.146,0.51,1759784135.7586956
sensor_8,False,0.122,0.1,1759784136.006789
sensor_4,False,0.103,0.52,1759784137.7594173
sensor_9,False,0.119,0.31,1759784138.0074995
sensor_3,True,0.116,0.43,1759784139.7601838
sensor_3,True,0.053,0.11,1759784140.0081859
sensor_5,False,0.095,0.28,1759784141.7609866
sensor_4,True,0.084,0.23,1759784142.0089128
sensor_4,False,0.085,0.16,1759784143.7615798
sensor_2,False,0.063,0.51,1759784144.0095813
sensor_6,True,0.116,0.57,1759784145.762396
sensor_8,True,0.156,0.4,1759784146.0102808
sensor_2,False,0.152,0.15,1759784147.7631154
sensor_3,False,0.154,0.24,1759784148.01094
sensor_4,True,0.061,0.37,1759784149.763827
sensor_9,True,0.135,0.35,1759784150.0116508
sensor_6,False,0.068,0.19,1759784151.7646713
sensor_2,True,0.079,0.36,1759784152.0122783
sensor_4,False,0.092,0.45,1759784153.7654612
sensor_2,False,0.12,0.23,1759784154.012765
sensor_2,True,0.137,0.37,1759784155.766169
sensor_8,True,0.098,0.64,1759784156.0134816
sensor_4,False,0.054,0.5,1759784157.7668386
sensor_6,True,0.189,0.4,1759784158.0141737
sensor_1,True,0.075,0.42,1759784159.7673936
sensor_6,True,0.136,0.41,1759784160.0148568
sensor_10,True,0.178,0.26,1759784161.7681978
sensor_8,True,0.12,0.7,1759784162.015533
sensor_8,False,0.189,0.55,1759784163.7689674
sensor_3,False,0.131,0.53,1759784164.016146
sensor_4,True,0.082,0.43,1759784165.7696018
sensor_7,False,0.123,0.54,1759784166.0168118
sensor_5,False,0.183,0.55,1759784167.7703116
sensor_4,False,0.055,0.65,1759784168.017441
sensor_6,True,0.124,0.32,1759784169.770943
sensor_8,False,0.176,0.55,1759784170.0180879
sensor_10,False,0.12,0.57,1759784171.7716932
sensor_6,False,0.191,0.66,1759784172.0187168
sensor_3,True,0.187,0.53,1759784173.7725382
sensor_6,True,0.06,0.39,1759784174.0193417
sensor_10,True,0.069,0.7,1759784175.7731764
sensor_6,True,0.172,0.65,1759784176.0200973
sensor_9,False,0.126,0.6,1759784177.7737956
sensor_6,True,0.057,0.25,1759784178.0207636
sensor_7,True,0.131,0.48,1759784179.7744431
sensor_7,True,0.092,0.39,1759784180.0214443
sensor_1,True,0.169,0.15,1759784181.7751086
sensor_1,True,0.071,0.46,1759784182.0221174
sensor_10,False,0.104,0.18,1759784183.775908
sensor_7,False,0.088,0.38,1759784184.0227454
sensor_10,False,0.185,0.58,1759784185.7765872
sensor_2,True,0.09,0.42,1759784186.023381
sensor_6,True,0.158,0.69,1759784187.7772365
sensor_5,False,0.108,0.13,1759784188.0240843
sensor_2,False,0.117,0.48,1759784189.7779315
sensor_2,False,0.087,0.11,1759784190.0247617
sensor_7,True,0.072,0.69,1759784191.7785373
sensor_10,True,0.197,0.63,1759784192.0254607
sensor_6,False,0.107,0.31,1759784193.7791533
sensor_2,True,0.123,0.16,1759784194.0261514
sensor_1,True,0.075,0.47,1759784195.779975
sensor_7,True,0.156,0.37,1759784196.0267444
sensor_3,True,0.183,0.3,1759784197.7805762
sensor_9,True,0.156,0.23,1759784198.0271366
sensor_3,False,0.171,0.61,1759784199.781202
sensor_10,False,0.14,0.37,1759784200.0278554
sensor_5,False,0.158,0.14,1759784201.781812
